"MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","State","AU_ID","AU_NAME","Dist_to_AU_m","LongitudeMeasure","LatitudeMeasure"
"MTVOLWQM_WQX-ELKMM_UC01","UPPER CAMP","Stream","Montana","MT41B002_010","Grasshopper Creek",931.099829058508,-113.048164000002,45.4838680000013
"MTVOLWQM_WQX-FIN","Finley Creek","Stream","Montana","MT76F005_050","Buck Creek",3858.13474438648,-113.590100000002,47.1334000000011
"MTVOLWQM_WQX-GAR1","Gardiner River near mouth","Stream","Montana","MT43B001_010","Yellowstone River",119.510143001642,-110.700000000002,45.0290000000014
"MTVOLWQM_WQX-OKE-WAL","O'Keefe Creek at Waldo Road and Tookie Trek","Stream","Montana","MT76M001_020","Clark Fork River",5207.70563501749,-114.144814000002,46.9651150000012
"MTVOLWQM_WQX-GRIZZLYC","Grizzly Creek","Stream","Montana","MT76B001_010","Yaak River",4331.02971536987,-115.819290000002,48.744220000001
"MTVOLWQM_WQX-GRS","Grouse Creek","Stream","Montana","MT76F005_050","Buck Creek",925.168586977145,-113.647380000002,47.1621600000012
"MTVOLWQM_WQX-OKE-OKE","O'Keefe Creek at O'Keefe Creek Boulevard","Stream","Montana","MT76M002_140","Mill Creek",6970.13573328012,-114.125977000002,46.9867290000011
"MTVOLWQM_WQX-HAB-BGHLRVMLRS","Big Hole River at Melrose","Stream","Montana","MT41D002_020","Camp Creek",63.1982270891575,-112.683930000002,45.6288700000013
"MTVOLWQM_WQX-HAB-COW-BKB1","Unnamed tributary to Hedges Creek","Stream","Montana","MT41T002_010","Bullwhacker Creek",6826.89861884727,-109.272000000002,48.0940000000013
"MTVOLWQM_WQX-HAB-COW-CCR1","Cow Creek downstream of reservoir","Stream","Montana","MT41T002_010","Bullwhacker Creek",5838.61767439404,-109.285784000002,48.0865850000013
"MTVOLWQM_WQX-OKE_93N","O'Keefe at 93N","Stream","Montana","MT76M002_140","Mill Creek",5786.67841779074,-114.125008000002,47.0058140000011
"MTVOLWQM_WQX-HAY_93S","Hayes at Highway 93","Stream","Montana","MT76H001_030","Bitterroot River",489.567799351135,-114.094114000002,46.8137110000012
"MTVOLWQM_WQX-HC-1","Herrig Creek upper","Stream","Montana","MT76O002_050","Fish Creek",4541.86783229899,-114.737400000002,48.1817000000011
"MTVOLWQM_WQX-HC-2","Herrig Creek middle","Stream","Montana","MT76O002_050","Fish Creek",5513.57908586493,-114.720500000002,48.1580000000011
"MTVOLWQM_WQX-HOU_LAC","Houle Creek at Lackman Loop","Stream","Montana","MT76M002_150","Sixmile Creek",2300.27707269574,-114.276527000002,47.0617670000011
"MTVOLWQM_WQX-LAV_EXP","Lavalle Creek at Expressway","Stream","Montana","MT76M002_130","Grant Creek",3784.15501918071,-114.102026000002,46.9358930000012
"MTVOLWQM_WQX-LAV_LAV","Lavalle Creek at Lavalle Creek Road","Stream","Montana","MT76M002_130","Grant Creek",4721.43911806905,-114.071140000002,46.9738560000012
"MTVOLWQM_WQX-LCL","Clearwater River outlet at Boy Scout Rd","Stream","Montana","MT76F005_030","Deer Creek",2876.5320361364,-113.516840000002,47.1843300000011
"MTVOLWQM_WQX-LLC","Clearwater River at Wagon Wheel Way","Stream","Montana","MT76F005_030","Deer Creek",7397.09291922748,-113.482130000002,47.1506000000012
"MTVOLWQM_WQX-LM2","North Burnt Fork Creek just upstream of Whitetail Golf Course","Stream","Montana","MT76H001_020","Bitterroot River",333.550838592648,-114.095648000002,46.5454350000012
"MTVOLWQM_WQX-LM3","North Burnt Fork Creek just upstream of Barn Slough","Stream","Montana","MT76H001_020","Bitterroot River",113.18507430077,-114.097158000002,46.5534920000012
"MTVOLWQM_WQX-LM4","North Burnt Fork Creek just upstream of confluence with Bitterroot River","Stream","Montana","MT76H001_020","Bitterroot River",50.9102310173899,-114.097577000002,46.5551280000012
"MTVOLWQM_WQX-LMR-CD","Donaldson Creek at mouth","Stream","Montana","MT76L002_070","Sullivan Creek",14120.4263622487,-114.399427000002,47.9437500000011
"MTVOLWQM_WQX-LMR-CF","Freeland Creek at mouth","Stream","Montana","MT76L002_070","Sullivan Creek",11445.1083553448,-114.424815000002,47.9192810000011
"MTVOLWQM_WQX-LMR-CR","Ronan Creek near inlet","Stream","Montana","MT76L002_070","Sullivan Creek",14269.225460401,-114.381657000002,47.9048350000011
"MTVOLWQM_WQX-MAR_200","Marshall Creek Road Culvert","Stream","Montana","MT76M001_030","Clark Fork River",183.503585562659,-113.925663000002,46.8885840000011
"MTVOLWQM_WQX-MAR_CUL","Marshall Creek at Hwy 200","Stream","Montana","MT76M001_030","Clark Fork River",2145.8201524476,-113.926104000002,46.9063450000012
"MTVOLWQM_WQX-MAR_SKI","Marshall Creek at Marshall Canyon Rd","Stream","Montana","MT76M002_122","Rattlesnake Creek",3534.93007278965,-113.904700000002,46.9212500000012
"MTVOLWQM_WQX-MIC-DITCH","Mile Creek Ditch","Stream","Montana","MT41F001_020","Madison River",6831.9000193968,-111.448671000002,44.7627750000014
"MTVOLWQM_WQX-MILE-TRHD","Mile Creek at Trailhead","Stream","Montana","MT41F001_020","Madison River",6799.69364916805,-111.447970000002,44.7631700000014
"MTVOLWQM_WQX-BOL","Boles Creek","Stream","Montana","MT76F005_050","Buck Creek",7239.29968698876,-113.548900000002,47.1190000000012
"MTVOLWQM_WQX-MO_BIGSPRINGS","MO_BIGSPRINGS","Stream","Montana","MT41I001_012","Missouri River",524.262120991932,-111.444700000002,46.1814600000013
"MTVOLWQM_WQX-MO_DEAR_DS","Missouri River downstream confluence with Dearborn River","Stream","Montana","MT41Q003_010","Dearborn River",28.9026455337673,-111.910900000002,47.1279100000013
"MTVOLWQM_WQX-MO_GREYSON","MO_GREYSON","Stream","Montana","MT41I001_012","Missouri River",846.323611181767,-111.484200000002,46.2632900000013
"MTVOLWQM_WQX-MO_LPPC_US","Missouri River upstream confluence with Little Prickly Pear Creek","Stream","Montana","MT41I005_052","Little Prickly Pear Creek",10.0535642999265,-112.015270000002,47.0228100000013
"MTVOLWQM_WQX-MORRELLC-01","Morrell Creek at Airport Road Bridge","Stream","Montana","MT76F005_030","Deer Creek",6053.62900539557,-113.469291000002,47.1732210000012
"MTVOLWQM_WQX-MORRELLC-03","Morrell Creek at Cottonwood Lakes Road","Stream","Montana","MT76F005_030","Deer Creek",5857.36698935217,-113.455685000002,47.1941630000012
"MTVOLWQM_WQX-MORRELLC-04","Morrell Creek at MT83 Bridge, near mouth","Stream","Montana","MT76F005_030","Deer Creek",8522.41542626107,-113.465302000002,47.1458850000011
"MTVOLWQM_WQX-MTN","Mountain Creek at Stockings","Stream","Montana","MT76F005_030","Deer Creek",8838.7920994297,-113.423110000002,47.1767900000012
"MTVOLWQM_WQX-NFBH","North Fork Big Hole - Near Wisdom","Stream","Montana","MT41D004_010","North Fork Big Hole River",911.941553169836,-113.460130000002,45.7050300000012
"MTVOLWQM_WQX-NFPL","Placid Creek, North Fork","Stream","Montana","MT76F005_050","Buck Creek",2490.7971518747,-113.658520000002,47.1744000000012
"MTVOLWQM_WQX-OBRIENC","O'Brien Creek","Stream","Montana","MT76D001_010","Kootenai River",3605.63415845812,-115.848500000002,48.490060000001
"MTVOLWQM_WQX-OKE-10W","O'Keefe Creek at Highway 10 W","Stream","Montana","MT76M001_020","Clark Fork River",4062.71435684413,-114.159019000002,46.9617040000012
"MTVOLWQM_WQX-OKE-MUL","O'Keefe Creek at Mullan Road by Smurfit","Stream","Montana","MT76M001_020","Clark Fork River",1156.84843386579,-114.196190000002,46.9547420000011
"CSKTRIBE-FLT-319DAYDS","Dayton Creek 319 Downstream","Stream","Montana","MT76L002_070","Sullivan Creek",21197.5923410064,-114.288869000002,47.8631980000011
"MTVOLWQM_WQX-OWL","Owl Creek","Stream","Montana","MT76F005_010","Clearwater River",7282.35669850859,-113.456950000002,47.1158900000012
"MTVOLWQM_WQX-PINEC","Pine Creek","Stream","Montana","MT76A001_010","Kootenai River",1119.62887600654,-115.990480000002,48.597330000001
"MTVOLWQM_WQX-PLC","Placid Creek","Stream","Montana","MT76F005_050","Buck Creek",7194.06286634601,-113.548840000002,47.1197100000012
"MTVOLWQM_WQX-RC_M4","Razor Creek under Scandia Road Bridge","Stream","Montana","MT43Q001_011","Yellowstone River",3103.37370258459,-108.316492000002,45.9723550000015
"MTVOLWQM_WQX-RIALEX","Alexander Creek","Stream","Montana","MT76D001_010","Kootenai River",118.699173762316,-115.328650000002,48.392948000001
"MTVOLWQM_WQX-RIC","Rice Creek","Stream","Montana","MT76F005_030","Deer Creek",1024.98935110641,-113.520720000002,47.2152600000012
"MTVOLWQM_WQX-RICALLA","Callahan Creek","Stream","Montana","MT76D001_010","Kootenai River",806.575689456166,-115.892882000002,48.455842000001
"MTVOLWQM_WQX-RICEDA","Cedar Creek","Stream","Montana","MT76D001_010","Kootenai River",274.380853131193,-115.629126000002,48.430489000001
"MTVOLWQM_WQX-RIDUNN","Dunn Creek","Stream","Montana","MT76D001_010","Kootenai River",345.266358608555,-115.318923000002,48.382946000001
"MTVOLWQM_WQX-RIOBRI","O'Brien Creek","Stream","Montana","MT76D001_010","Kootenai River",160.916936905357,-115.866076000002,48.449300000001
"MTVOLWQM_WQX-RIPIPE","Pipe Creek","Stream","Montana","MT76D002_080","Bobtail Creek",450.405135471143,-115.596495000002,48.427363000001
"MTVOLWQM_WQX-RIPMTR","Parmenter Creek","Stream","Montana","MT76D001_010","Kootenai River",915.482066925293,-115.575819000002,48.398880000001
"MTVOLWQM_WQX-RIRAIN","Rainy Creek","Stream","Montana","MT76D001_010","Kootenai River",262.059219573355,-115.456291000002,48.411574000001
"MTVOLWQM_WQX-RIRUBY","Ruby Creek","Stream","Montana","MT76D001_010","Kootenai River",636.484726645659,-115.951014000002,48.518611000001
"MTVOLWQM_WQX-OBR_BLU","O'Brien Creek at Blue Mountain Road","Stream","Montana","MT76H001_030","Bitterroot River",390.861010870714,-114.109642000002,46.8498730000012
"MTVOLWQM_WQX-ROM_FOR","Roman Creek at Morgan Lane","Stream","Montana","MT76M002_140","Mill Creek",4374.18557634279,-114.250421000002,47.0531740000012
"MTVOLWQM_WQX-RSBIG","Big Creek","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",15763.1323173546,-115.352678000002,48.747260000001
"MTVOLWQM_WQX-RSCANY","Canyon Creek","Stream","Montana","MT76D001_010","Kootenai River",3083.27306839005,-115.285534000002,48.430615000001
"MTVOLWQM_WQX-RSFIVM","Fivemile Creek","Stream","Montana","MT76D004_040","Swamp Creek",5554.69787150758,-115.201948000002,48.536029000001
"MTVOLWQM_WQX-RSGEIB","Geibler Creek","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",4972.29814081463,-115.295212000002,48.626597000001
"MTVOLWQM_WQX-RSMGUR","McGuire Creek","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",11489.3623311407,-115.304828000002,48.695756000001
"MTVOLWQM_WQX-RSNFPS","North Fork Parsnip Creek","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",8262.95608247639,-115.343238000002,48.675608000001
"MTVOLWQM_WQX-RSPARS","Parsnip Creek","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",7166.66406718063,-115.342528000002,48.664487000001
"MTVOLWQM_WQX-RSSULL","Sullivan Creek","Stream","Montana","MT76D002_150","Rexford Face Creek",2893.7723871134,-115.258124000002,48.870832000001
"MTVOLWQM_WQX-RSTENM","Tenmile Creek","Stream","Montana","MT76D004_040","Swamp Creek",5370.54137133571,-115.204117000002,48.595655000001
"MTVOLWQM_WQX-RSURAL","Ural Creek","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",5051.08474079118,-115.269965000002,48.602060000001
"MTVOLWQM_WQX-PAP-HWY","Papoose Creek at Highway","Stream","Montana","MT41F001_020","Madison River",396.261181144619,-111.582492000002,44.8929160000014
"MTVOLWQM_WQX-PAT-BAR","Pattee Creek at Barmeyer Trailhead","Stream","Montana","MT76M001_030","Clark Fork River",3681.11668984445,-113.979416000002,46.8293950000012
"MTVOLWQM_WQX-SECONDC-01","Second Creek","Stream","Montana","MT76F005_050","Buck Creek",3874.11335354873,-113.680100000002,47.1769400000012
"MTVOLWQM_WQX-SEL","Seeley Creek","Stream","Montana","MT76F005_030","Deer Creek",4638.18248438161,-113.481620000002,47.1830700000012
"MTVOLWQM_WQX-SF-NBURNTFK-B","N. Burnt Fork Creek B","Stream","Montana","MT76H004_200","North Burnt Fork Creek",898.547094755661,-113.938060000002,46.4566700000012
"MTVOLWQM_WQX-SF-NBURNTFK-C","N. Burnt Fork Creek C","Stream","Montana","MT76H004_180","Muddy Spring Creek",2395.56772741944,-113.904142000002,46.4040550000012
"MTVOLWQM_WQX-SF-NBURNTFK-D","North Burnt Fork D","Stream","Montana","MT76H004_180","Muddy Spring Creek",1676.65538306609,-113.903140000002,46.3960700000012
"MTVOLWQM_WQX-SF-RYECR-A","NF Rye Creek A","Stream","Montana","MT76H004_160","North Fork Rye Creek",640.232507116729,-114.028113000002,45.9791530000012
"MTVOLWQM_WQX-SF-RYECR-B","Rye Creek B","Stream","Montana","MT76H004_160","North Fork Rye Creek",641.69850493978,-114.028091000002,45.9791600000012
"MTVOLWQM_WQX-SP-7","Herrig Creek at mouth","Stream","Montana","MT76O002_050","Fish Creek",6921.42847407366,-114.712700000002,48.1392000000011
"MTVOLWQM_WQX-SP-9","Little Bitterroot River at mouth","Stream","Montana","MT76O002_010","Ashley Creek",9403.60569607917,-114.698100000002,48.0924000000011
"MTVOLWQM_WQX-SWP","Swamp Creek","Stream","Montana","MT76F005_030","Deer Creek",8372.51180923446,-113.423440000002,47.1887100000012
"MTVOLWQM_WQX-TC-VARNEY","Trail Creek at Varney Road","Stream","Montana","MT41F001_020","Madison River",1226.43217806511,-111.768313000002,45.2848320000013
"MTVOLWQM_WQX-TRL","Trail Creek","Stream","Montana","MT76F005_030","Deer Creek",7733.78172332446,-113.431410000002,47.1906400000012
"MTVOLWQM_WQX-UCL","Clearwater River at Boy Scout Rd","Stream","Montana","MT76F005_040","West Fork Clearwater River",2263.78117113815,-113.538050000002,47.2357000000012
"MTVOLWQM_WQX-UHL","Uhler Creek","Stream","Montana","MT76F005_040","West Fork Clearwater River",1450.84818483844,-113.582040000002,47.2938600000012
"MTVOLWQM_WQX-WF-RC","W Fork Rock Creek","Stream","Montana","MT43D002_132","Rock Creek",222.496050069161,-109.268800000002,45.1576000000015
"MTVOLWQM_WQX-WF-RC-SR","W Fork Rock Creek Silver Run Bridge","Stream","Montana","MT43D002_070","Willow Creek",3244.07075379581,-109.340620000002,45.1502800000015
"CHIPCREE_WQX-BS6","Above Green Creek","Stream","Montana","MT41T002_040","Eagle Creek",6301.54206498843,-109.773703000002,48.1658030000013
"CHIPCREE_WQX-GR1","Green Creek, before entering BS Creek","Stream","Montana","MT41T002_040","Eagle Creek",6302.55910865877,-109.773800000002,48.1658030000013
"MTVOLWQM_WQX-YR_M374","Yellowstone River at Duck Creek FAS","Stream","Montana","MT43F002_010","Duck Creek",14.6346804242043,-108.644384000002,45.6869500000015
"MTWTRSHD_WQX-BEAV-CRK-RR","Beaver Creek at railroad","Stream","Montana","MT76P003_010","Whitefish River",3636.1277306933,-114.390230000002,48.4381700000011
"MTWTRSHD_WQX-BEAVERCR_MOUTH","Near Mouth of Beaver Creek","Stream","Montana","MT41H001_021","Gallatin River",58.9816823013677,-111.250092000002,45.2261700000014
"MTWTRSHD_WQX-BKRCDNRC","Baker Creek above Amsterdam Road","Stream","Montana","MT41H001_010","Gallatin River",700.280741172787,-111.254077000002,45.7727090000013
"MTWTRSHD_WQX-BUCKCR_MOUTH","Near Mouth of Buck Creek","Stream","Montana","MT41H001_021","Gallatin River",266.885752018779,-111.245861000002,45.1673900000014
"MTWTRSHD_WQX-CAMPCMTH","Camp Creek below Dry Creek Road","Stream","Montana","MT41H001_010","Gallatin River",216.44140453773,-111.298563000002,45.8603360000013
"MTWTRSHD_WQX-HELLR-CRK-T","Hellroaring Creek at Taylor","Stream","Montana","MT76P003_020","Swift Creek",2427.44704649282,-114.393070000002,48.4751200000011
"MTWTRSHD_WQX-LAZY-CRK-S","Lazy Creek at Shaw","Stream","Montana","MT76P003_020","Swift Creek",1108.42109893202,-114.443460000002,48.476310000001
"MTWTRSHD_WQX-LC-GARDNERPK","Limestone Creek near mouth at Gardner Park","Stream","Montana","MT41H003_040","Sourdough Creek (Bozeman Creek)",75.4348836608743,-111.029710000002,45.6407550000013
"MTWTRSHD_WQX-MBC01","Mathew Bird Creek u/s from Burk Park off Linear Trail","Stream","Montana","MT41H003_040","Sourdough Creek (Bozeman Creek)",147.101799211368,-111.033400000002,45.6713000000014
"MTWTRSHD_WQX-PORTALCR_MOUTH","Near Mouth of Portal Creek","Stream","Montana","MT41H001_021","Gallatin River",228.761932293538,-111.185016000002,45.3161380000014
"MTWTRSHD_WQX-SD05A","Sourdough Creek downstream Goldenstein Rd (aka Bozeman Cr)","Stream","Montana","MT41H003_040","Sourdough Creek (Bozeman Creek)",667.095547406188,-111.031594000002,45.6353570000013
"MTWTRSHD_WQX-SMITH-CRK-ELD","Smith Creek at East Lakeshore Dr","Stream","Montana","MT76P003_020","Swift Creek",1144.30252541722,-114.412150000002,48.4866700000011
"MTWTRSHD_WQX-SUN-ADBEC01","Adobe Creek at Fort Shaw","Stream","Montana","MT41K001_010","Sun River",789.429912920698,-111.799167000002,47.5097220000012
"MTWTRSHD_WQX-SUN-DUCKC01","Duck Creek at county road","Stream","Montana","MT41K001_010","Sun River",398.733898192795,-111.886111000002,47.5161110000012
"MTWTRSHD_WQX-SUN-MILCU01","Mill Coulee at highway","Stream","Montana","MT41K002_040","Huber Coulee",957.751697816886,-111.709167000002,47.5450000000012
"MTWTRSHD_WQX-TWA-SW-03","Field Blank","Stream","Montana","MT76G004_020","Little Blackfoot River",92.1063458355877,-112.427600000002,46.4711700000013
"MTWTRSHD_WQX-VIKING-CRK-WA","Viking Creek at Wisconsin Ave","Stream","Montana","MT76P003_010","Whitefish River",1969.50253930775,-114.340900000002,48.4310300000011
"MTWTRSHD_WQX-WALKER-CRK-MR","Walker Creek at Monegan Road","Stream","Montana","MT76P003_010","Whitefish River",247.987768289001,-114.299120000002,48.3774000000011
"MTWTRSHD_WQX-COW-CRK-PA","Cow Creek at Park Ave","Stream","Montana","MT76P003_010","Whitefish River",263.955737067854,-114.327770000002,48.4019000000011
"NARS_WQX-NRS_MT-10274","West Fork Elk Creek","Stream","Montana","MT76N003_060","Elk Creek",787.791295204212,-116.001672800002,48.005046430001
"NARS_WQX-NRS_MT-10305","Noble Fork","Stream","Montana","MT41C002_010","Wisconsin Creek",1938.78943546545,-112.107511700002,45.5316212800013
"NARS_WQX-NRS_MT-10309","Mule Creek","Stream","Montana","MT41J002_060","Elk Creek",3343.41495509765,-111.265708500002,46.5855886700013
"NARS_WQX-NRS_MT-10310","None","Stream","Montana","MT40L001_010","Frenchman Creek",30172.9081692962,-106.856529400002,48.9432367600014
"NARS_WQX-NRS_MT-10314","Little Bighorn River","Stream","Montana","WYBH100800160100_01","Little Bighorn River",5078.5891511181,-107.585315800002,45.0342060000015
"NARS_WQX-NRS_MT-10319","None","Stream","Montana","MT43D002_131","Rock Creek",48.3359855893378,-109.169386600002,45.3477126700015
"NARS_WQX-NRS_MT-10323","Ranch Creek","Stream","Montana","MT42I001_010","Little Powder River",9384.90386700254,-105.214290200002,45.0517092500016
"NARS_WQX-NRS_MT-10324","None","Stream","Montana","MT41F006_010","South Fork Madison River",6230.71833801347,-111.090660100002,44.6939596600014
"NARS_WQX-NRS_MT-10362","South Creek","Stream","Montana","MT40O002_020","Buggy Creek",27996.4176555568,-106.799396700002,48.9226031300014
"NARS_WQX-NRS_MT-10367","None","Stream","Montana","MT40S004_010","Charlie Creek",12.137196251729,-104.770241300002,48.0425072300015
"NARS_WQX-NRS_MT-10380","Bighorn River","Stream","Montana","MT43R001_010","Bighorn River",3771.00633305501,-107.575015100002,45.7363638400015
"NARS_WQX-NRS_MT-10405","Shannon Creek","Stream","Montana","MT41J002_030","Sheep Creek",4451.89252142213,-111.138268400002,46.8453780400013
"NARS_WQX-NRS_MT-10434","None","Stream","Montana","MT76G004_130","Ontario Creek",1650.20190926752,-112.370398300002,46.4058638600013
"NARS_WQX-NRS_MT-10442","Sprague Creek","Stream","Montana","MT76I001_010","Middle Fork Flathead River",12039.5401833906,-113.852912300002,48.6030042700011
"NARS_WQX-NRS_MT-10517","Bangtail Creek","Stream","Montana","MT41H003_050","Jackson Creek",7835.94430834819,-110.709334400002,45.8066941200014
"NARS_WQX-NRS_MT-10518","Dragin Creek","Stream","Montana","MT76N003_030","Beaver Creek",2866.7417559109,-115.660950500002,47.6457553200011
"NARS_WQX-NRS_MT-10520","Gold Creek","Stream","Montana","MT76H004_180","Muddy Spring Creek",2496.91818762689,-113.930266000002,46.3633216200012
"NARS_WQX-NRS_MT-10522","Graves Creek","Stream","Montana","MT76K001_010","Swan River",13054.9575655295,-113.879073400002,48.1741841900011
"NARS_WQX-NRS_MT-10524","None","Stream","Montana","MT43D001_012","Clarks Fork Yellowstone River",167.918710813037,-109.036639300002,45.0721146500015
"NARS_WQX-NRS_MT-10547","Shane Creek","Stream","Montana","MT43C002_070","Joe Hill Creek",3146.20242254377,-109.243079200002,45.5493214500014
"NARS_WQX-NRS_WY-10343","Greys River","Stream","Wyoming","WYSR170401050203_01","Stump Creek",23604.4030783828,-110.689021400002,42.8129909500015
"NARS_WQX-NRS_WY-10388","Greys River","Stream","Wyoming","WYSR170401050203_01","Stump Creek",25500.8004881531,-110.720923500002,42.9343452600015
"NARS_WQX-NRS_WY-10415","Bighorn River","Stream","Wyoming","WYBH100800070305_01","Owl Creek",2431.63889457095,-108.179119100002,43.6890128300016
"NARS_WQX-NRS_WY-10460","None","Stream","Wyoming","WYNP101800100501_01","Laramie River",14984.5072916797,-105.796125600002,41.2150594900018
"NARS_WQX-NRS_WY-10497","None","Stream","Wyoming","WYNP101800120300_01","Bear Creek",16987.7036721015,-104.148164000002,41.8330686400019
"NARS_WQX-NRS_WY-10498","Bennett Creek","Stream","Wyoming","MT43D002_090","Wyoming Creek",6580.54321768808,-109.364570100002,44.9478202300014
"NARS_WQX-NRS_WY-10500","Cartridge Creek","Stream","Wyoming","WYBH100800010408_00","Bear Creek",7092.00605057504,-109.592263400002,43.7551262800015
"NARS_WQX-NRS_WY-10504","None","Stream","Wyoming","WYBH100800030210_00","Squaw Creek",25322.9943913294,-109.188350700002,42.6200809100016
"NARS_WQX-NRS_WY-10510","Clear Fork Muddy Creek","Stream","Wyoming","WYNP101800070300_01","North Platte River",12955.1044523064,-106.173360900002,42.7294324600017
"NARS_WQX-NRS_WY-10516","Middlewood Creek","Stream","Wyoming","WYNP101800020800_01","Jack Creek",5464.21798783317,-107.178719900002,41.4879484100017
"NARS_WQX-NRS_WY-10528","Madison River","Stream","Wyoming","MT41F006_010","South Fork Madison River",14991.1169707473,-110.957621400002,44.6490701100014
"NARS_WQX-NRS_WY-10529","Crazy Creek","Stream","Wyoming","WYYR100700060101_01","Clarks Fork Yellowstone River",2650.4488918307,-109.778229300002,44.9735660200014
"NARS_WQX-NRS_WY-10545","Powder River","Stream","Wyoming","WYPR100902060000_01","Clear Creek",7038.34652732705,-106.002410600002,44.9237741600016
"NARS_WQX-NRS_WY-10549","Belle Fourche River","Stream","Wyoming","WYCR101201030200_01","Black Thunder Creek",23029.3474437537,-105.268442700002,44.0532982800017
"NARS_WQX-NRS_WY-10560","Belle Fourche River","Stream","Wyoming","WYBF101202010600_01","Donkey Creek",20650.9633730827,-105.166272000002,44.0896230000017
"NARS_WQX-NRS_WY-10569","Laramie River","Stream","Wyoming","WYNP101800110502_02","Rock Creek",11166.527914561,-105.112682500002,42.0661065800018
"NARS_WQX-NRS_WY-10570","Laramie River","Stream","Wyoming","WYNP101800110906_01","Chugwater Creek",23246.2529072303,-104.585997100002,42.1995646700018
"NARS_WQX-NRS_WY-10571","Hoback River","Stream","Wyoming","WYSR170401030205_01","Flat Creek",8650.45497313018,-110.695737700002,43.3155167500015
"NARS_WQX-NRS_WY-10618","Shoshone River","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",10227.0455149223,-109.073424600002,44.5318256000015
"NARS_WQX-NRS_WY-10651","Bighorn River","Stream","Wyoming","WYBH100800070500_01","Kirby Creek",1926.62827287056,-108.157896600002,43.7611866600016
"NRTHCHEY-LD001","Lame Deer/Below FLH near Pow Wow GRNDS","Stream","Montana","MT42A001_012","Rosebud Creek",13158.0764268991,-106.616143000002,45.5735500000016
"NRTHCHEY-LD002","Lame Deer/SweetMedicine","Stream","Montana","MT42A001_012","Rosebud Creek",8014.84040266441,-106.663310000002,45.6090720000016
"NRTHCHEY-LD003","Lame Deer/50yds upstream of lagoon discharge","Stream","Montana","MT42A001_012","Rosebud Creek",5782.00015673314,-106.675904400002,45.6272699200016
"NRTHCHEY-LD004","Lame Deer/ 10 yds below weir","Stream","Montana","MT42A001_012","Rosebud Creek",1134.38754234019,-106.696267000002,45.6666970000015
"NRTHCHEY-LD004RP2","SF Lame Deer Creek Restoration Pt02","Stream","Montana","MT42C002_010","Cook Creek",12658.1364990622,-106.611144400002,45.5178527800016
"NRTHCHEY-LD004RP3","SF Lame Deer Creek Restoration Pt03","Stream","Montana","MT42C002_010","Cook Creek",13230.6174373838,-106.608619400002,45.5228416700016
"NRTHCHEY-LD004RP4","SF Lame Deer Creek Restoration Pt04","Stream","Montana","MT42C002_010","Cook Creek",14094.2755469408,-106.621719400002,45.5313138900016
"NRTHCHEY-MC001","Muddy Creek","Stream","Montana","MT42C002_010","Cook Creek",15194.9010905128,-106.750168000002,45.5434720000016
"NRTHCHEY-MC003","Muddy Creek","Stream","Montana","MT42A001_012","Rosebud Creek",7958.27207243317,-106.766905000002,45.6232330000015
"NRTHCHEY-STB002","Stebbins Creek confluence","Stream","Montana","MT42C001_013","Tongue River",14013.3074592852,-106.473138000002,45.6288300000015
"NRTHCHEY-STB003","Stebbins Creek downstream","Stream","Montana","MT42C001_013","Tongue River",8286.05441969366,-106.396192000002,45.6193180000016
"TSWQC_WQX-CFRPO-28","Clark Fork River below Thompson Falls","Stream","Montana","MT76N003_050","Clear Creek",3116.0731952742,-115.389400000002,47.6172000000011
"UTAHDWQ_WQX-4938675","BLACKS FORK R ABV FLAMING GORGE RES","Stream","Wyoming","WYGR140401050506_01","Bitter Creek",20881.0647503248,-109.617490000002,41.3805800000016
"UTAHDWQ_WQX-4938695","GREEN R ABV FLAMING GORGE RES","Stream","Wyoming","WYGR140401050506_01","Bitter Creek",7594.79984215206,-109.388830000002,41.4534900000016
"WYDEQ_WATERSHED-MRC24","MRC24 - TONGUE RIVER","Stream","Wyoming","WYTR100901010107_01","Little Tongue River",3849.61527062047,-107.330683300002,44.8466250000016
"WYDEQ_WATERSHED-MRW0206","Sweetwater River Wildcat Butte  Within Campground,","Stream","Wyoming","WYNP101800070302_01","Poison Spring Creek",30507.761219853,-106.899850000002,42.5187340000017
"WYDEQ_WATERSHED-MRW0226","Blair Ck  Confluence","Stream","Wyoming","WYNP101800070302_01","Poison Spring Creek",27560.078200009,-106.899850000002,42.5554260000017
"WYDEQ_WATERSHED-MRW0232","Sweetwater River Guard Station","Stream","Wyoming","WYNP101800070302_01","Poison Spring Creek",26824.0016173485,-106.899850000002,42.5652170000017
"WYDEQ_WATERSHED-MRW0233","Stump Creek - Tygee Ridge","Stream","Wyoming","WYNP101800070302_01","Poison Spring Creek",21237.1466884374,-106.899850000002,42.7880300000017
