ActivityTypeCode,ActivityMediaName,TADA.ActivityMediaName,ActivityMediaSubdivisionName,ResultSampleFractionText,TADA.ResultSampleFractionText,CharacteristicName,TADA.CharacteristicName,SubjectTaxonomicName,SampleTissueAnatomyName,MethodSpeciationName,TADA.MethodSpeciationName,TADA.ComparableDataIdentifier,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityStartDateTime,ResultMeasureValue,ResultMeasure.MeasureUnitCode,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,TADA.WQXResultUnitConversion,ResultValueTypeName,TADA.ResultMeasureValueDataTypes.Flag,ResultDetectionConditionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValue,TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureUnitCode,TADA.ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ActivityRelativeDepthName,ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityDepthHeightMeasure.MeasureUnitCode,TADA.ActivityDepthHeightMeasure.MeasureUnitCode,ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityTopDepthHeightMeasure.MeasureUnitCode,TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityBottomDepthHeightMeasure.MeasureUnitCode,TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode,ResultTimeBasisText,StatisticalBaseCode,ResultFileUrl,ResultAnalyticalMethod.MethodName,ResultAnalyticalMethod.MethodDescriptionText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodUrl,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionMethod.MethodDescriptionText,SampleCollectionEquipmentName,MeasureQualifierCode,ResultStatusIdentifier,ResultCommentText,ActivityCommentText,HydrologicCondition,HydrologicEvent,DataQuality.PrecisionValue,DataQuality.BiasValue,DataQuality.ConfidenceIntervalValue,DataQuality.UpperConfidenceLimitValue,DataQuality.LowerConfidenceLimitValue,SamplingDesignTypeCode,LaboratoryName,ResultLaboratoryCommentText,ResultIdentifier,ActivityIdentifier,OrganizationIdentifier,OrganizationFormalName,ProjectName,ProjectDescriptionText,ProjectIdentifier,ProjectFileUrl,QAPPApprovedIndicator,QAPPApprovalAgencyName,CountryCode,StateCode,CountyCode,MonitoringLocationName,TADA.MonitoringLocationName,MonitoringLocationTypeName,TADA.MonitoringLocationTypeName,MonitoringLocationDescriptionText,LatitudeMeasure,TADA.LatitudeMeasure,LongitudeMeasure,TADA.LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,HUCEightDigitCode,MonitoringLocationIdentifier,TADA.MonitoringLocationIdentifier,AquiferName,AquiferTypeName,LocalAqfrName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityConductingOrganizationText,SampleAquifer,ActivityLocation.LatitudeMeasure,ActivityLocation.LongitudeMeasure,ResultWeightBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,USGSPCode,BinaryObjectFileName,BinaryObjectFileTypeCode,AnalysisStartDate,ResultDetectionQuantitationLimitUrl,LabSamplePreparationUrl,ActivityStartTime.TimeZoneCode_offset,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,FormationTypeText,ProjectMonitoringLocationWeightingUrl,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,ProviderName,LastUpdated,TADA.Remove
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/16/2022,11:30:00,MST,2/16/2022 18:30,22,mg/l asNO3,22,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134676,nwisut.01.02200565,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,35,,,Stream,STREAM,,40.81661107,40.81661107,-112.1007767,-112.1007767,NAD83,16020204,USGS-10172630,USGS-10172630,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4194.01,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/15/2022,13:00:00,MST,2/15/2022 20:00,0.017,mg/l as N,0.017,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-123134705,nwisut.01.02200566,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,3,,,"Lake, Reservoir, Impoundment","LAKE, RESERVOIR, IMPOUNDMENT",,41.2341064,41.2341064,-112.3371697,-112.3371697,NAD83,16020310,USGS-10010060,USGS-10010060,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,0.5,seconds,Interpolated from MAP.,4210,feet,10,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/15/2022,13:00:00,MST,2/15/2022 20:00,0.074,mg/l asNO3,0.074,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-123134726,nwisut.01.02200566,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,3,,,"Lake, Reservoir, Impoundment","LAKE, RESERVOIR, IMPOUNDMENT",,41.2341064,41.2341064,-112.3371697,-112.3371697,NAD83,16020310,USGS-10010060,USGS-10010060,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,0.5,seconds,Interpolated from MAP.,4210,feet,10,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,2/28/2022,13:45:00,MST,2/28/2022 20:45,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.01,mg/l as N,0.01,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134748,nwisut.01.02200567,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.55439805,40.55439805,-111.4332426,-111.4332426,NAD83,16020203,USGS-10155200,USGS-10155200,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5691.59,feet,0.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,270,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,2/28/2022,13:45:00,MST,2/28/2022 20:45,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.044,mg/l asNO3,0.044,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134795,nwisut.01.02200567,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.55439805,40.55439805,-111.4332426,-111.4332426,NAD83,16020203,USGS-10155200,USGS-10155200,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5691.59,feet,0.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,270,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/28/2022,14:30:00,MST,2/28/2022 21:30,0.178,mg/l as N,0.178,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134804,nwisut.01.02200568,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.4841221,40.4841221,-111.4635198,-111.4635198,NAD83,16020203,USGS-10155500,USGS-10155500,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5427.04,feet,0.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,359,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/28/2022,14:30:00,MST,2/28/2022 21:30,0.789,mg/l asNO3,0.789,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134851,nwisut.01.02200568,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.4841221,40.4841221,-111.4635198,-111.4635198,NAD83,16020203,USGS-10155500,USGS-10155500,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5427.04,feet,0.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,359,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/28/2022,14:45:00,MST,2/28/2022 21:45,0.72,mg/l as N,0.72,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134860,nwisut.01.02200569,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.4852332,40.4852332,-111.4671312,-111.4671312,NAD83,16020203,USGS-10156000,USGS-10156000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5426.64,feet,0.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,31.8,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/28/2022,14:45:00,MST,2/28/2022 21:45,3.19,mg/l asNO3,3.19,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134907,nwisut.01.02200569,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.4852332,40.4852332,-111.4671312,-111.4671312,NAD83,16020203,USGS-10156000,USGS-10156000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5426.64,feet,0.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,31.8,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/16/2022,15:00:00,MST,2/16/2022 22:00,6.31,mg/l as N,6.31,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-123134928,nwisut.01.02200564,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,57,,,Stream,STREAM,,41.2782765,41.2782765,-112.0918866,-112.0918866,NAD83,16020102,USGS-10141000,USGS-10141000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4200.22,feet,0.01,feet,Level or other surveyed method.,NAVD88,,,2081,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/16/2022,15:00:00,MST,2/16/2022 22:00,27.9,mg/l asNO3,27.9,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-123134948,nwisut.01.02200564,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,57,,,Stream,STREAM,,41.2782765,41.2782765,-112.0918866,-112.0918866,NAD83,16020102,USGS-10141000,USGS-10141000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4200.22,feet,0.01,feet,Level or other surveyed method.,NAVD88,,,2081,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/1/2022,12:30:00,MST,3/1/2022 19:30,0.904,mg/l as N,0.904,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123145704,nwisut.01.02200586,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/1/2022,12:30:00,MST,3/1/2022 19:30,4,mg/l asNO3,4,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123145826,nwisut.01.02200586,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,2/25/2022,13:00:00,MST,2/25/2022 20:00,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.01,mg/l as N,0.01,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123145869,nwisut.01.02200587,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.77994627,40.77994627,-111.806045,-111.806045,NAD83,16020204,USGS-10172200,USGS-10172200,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5403.38,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,7.25,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,2/25/2022,13:00:00,MST,2/25/2022 20:00,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.044,mg/l asNO3,0.044,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123145893,nwisut.01.02200587,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.77994627,40.77994627,-111.806045,-111.806045,NAD83,16020204,USGS-10172200,USGS-10172200,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5403.38,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,7.25,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/2/2022,12:50:00,MST,3/2/2022 19:50,0.135,mg/l as N,0.135,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Not applicable,,,,,,,,,NWIS-123145918,nwisut.01.02200589,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.50023327,40.50023327,-111.4929664,-111.4929664,NAD83,16020203,USGS-403001111293201,USGS-403001111293201,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5720,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/2/2022,12:50:00,MST,3/2/2022 19:50,0.597,mg/l asNO3,0.597,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Not applicable,,,,,,,,,NWIS-123145965,nwisut.01.02200589,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.50023327,40.50023327,-111.4929664,-111.4929664,NAD83,16020203,USGS-403001111293201,USGS-403001111293201,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5720,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,3/16/2022,12:45:00,MDT,3/16/2022 18:45,0.046,mg/l as N,0.046,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123229970,nwisut.01.02200677,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.53071944,40.53071944,-111.48495,-111.48495,NAD83,16020203,USGS-403151111290601,USGS-403151111290601,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,6,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5698,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,3/16/2022,12:45:00,MDT,3/16/2022 18:45,0.204,mg/l asNO3,0.204,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123230017,nwisut.01.02200677,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.53071944,40.53071944,-111.48495,-111.48495,NAD83,16020203,USGS-403151111290601,USGS-403151111290601,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,6,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5698,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,3/17/2022,12:45:00,MDT,3/17/2022 18:45,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.08,mg/l as N,0.08,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-95 plastic bottle,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-123230047,nwisut.01.02200679,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,3,,,"Lake, Reservoir, Impoundment","LAKE, RESERVOIR, IMPOUNDMENT",,41.2208611,41.2208611,-112.7663889,-112.7663889,NAD83,16020310,USGS-10010026,USGS-10010026,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,6,,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),4216.93,feet,0.1,feet,Reported method of determination.,NAVD88,,,,,,,NWIS,,FALSE
